2024-02-01 20:07:43,133 p=62 u=avd n=ansible | PLAY [Manage Arista EOS EVPN/VXLAN Configuration] *********************************************************************************************************************
2024-02-03 22:06:38,731 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2] => (item=show lldp neighbors)
2024-02-03 22:06:38,736 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2] => (item=show ip interface brief)
2024-02-03 22:06:38,736 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1] => (item=show interfaces description)
2024-02-03 22:06:38,737 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2] => (item=show interfaces description)
2024-02-03 22:06:38,737 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1] => (item=show version)
2024-02-03 22:06:38,740 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3] => (item=show lldp neighbors)
2024-02-03 22:06:38,743 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2] => (item=show version)
2024-02-03 22:06:38,746 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1] => (item=show running-config)
2024-02-03 22:06:38,747 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3] => (item=show ip interface brief)
2024-02-03 22:06:38,748 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2] => (item=show running-config)
2024-02-03 22:06:38,750 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3] => (item=show interfaces description)
2024-02-03 22:06:38,751 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3] => (item=show version)
2024-02-03 22:06:38,751 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4] => (item=show lldp neighbors)
2024-02-03 22:06:38,753 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3] => (item=show running-config)
2024-02-03 22:06:38,754 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4] => (item=show ip interface brief)
2024-02-03 22:06:38,755 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4] => (item=show interfaces description)
2024-02-03 22:06:38,759 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4] => (item=show version)
2024-02-03 22:06:38,760 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4] => (item=show running-config)
2024-02-03 22:06:38,762 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A] => (item=show lldp neighbors)
2024-02-03 22:06:38,769 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A] => (item=show ip interface brief)
2024-02-03 22:06:38,772 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A] => (item=show interfaces description)
2024-02-03 22:06:38,773 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A] => (item=show version)
2024-02-03 22:06:38,775 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A] => (item=show running-config)
2024-02-03 22:06:38,776 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B] => (item=show lldp neighbors)
2024-02-03 22:06:38,779 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B] => (item=show ip interface brief)
2024-02-03 22:06:38,786 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B] => (item=show interfaces description)
2024-02-03 22:06:38,787 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B] => (item=show version)
2024-02-03 22:06:38,788 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B] => (item=show running-config)
2024-02-03 22:06:38,794 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A] => (item=show lldp neighbors)
2024-02-03 22:06:38,800 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A] => (item=show ip interface brief)
2024-02-03 22:06:38,800 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A] => (item=show interfaces description)
2024-02-03 22:06:38,803 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A] => (item=show version)
2024-02-03 22:06:38,805 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B] => (item=show lldp neighbors)
2024-02-03 22:06:38,809 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A] => (item=show running-config)
2024-02-03 22:06:38,811 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B] => (item=show ip interface brief)
2024-02-03 22:06:38,813 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B] => (item=show interfaces description)
2024-02-03 22:06:38,814 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B] => (item=show version)
2024-02-03 22:06:38,821 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B] => (item=show running-config)
2024-02-03 22:06:38,824 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A] => (item=show lldp neighbors)
2024-02-03 22:06:38,827 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A] => (item=show ip interface brief)
2024-02-03 22:06:38,834 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A] => (item=show interfaces description)
2024-02-03 22:06:38,834 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B] => (item=show lldp neighbors)
2024-02-03 22:06:38,836 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A] => (item=show version)
2024-02-03 22:06:38,836 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B] => (item=show ip interface brief)
2024-02-03 22:06:38,838 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B] => (item=show interfaces description)
2024-02-03 22:06:38,839 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A] => (item=show running-config)
2024-02-03 22:06:38,839 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2A] => (item=show lldp neighbors)
2024-02-03 22:06:38,841 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B] => (item=show version)
2024-02-03 22:06:38,844 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2A] => (item=show ip interface brief)
2024-02-03 22:06:38,844 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B] => (item=show running-config)
2024-02-03 22:06:38,846 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2A] => (item=show interfaces description)
2024-02-03 22:06:38,848 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2A] => (item=show version)
2024-02-03 22:06:38,851 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2A] => (item=show running-config)
2024-02-03 22:06:38,853 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2B] => (item=show lldp neighbors)
2024-02-03 22:06:38,856 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2B] => (item=show ip interface brief)
2024-02-03 22:06:38,859 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2B] => (item=show interfaces description)
2024-02-03 22:06:38,861 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2B] => (item=show version)
2024-02-03 22:06:38,864 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf2B] => (item=show running-config)
2024-02-03 22:06:38,871 p=94971 u=redmonds n=ansible | TASK [arista.avd.eos_snapshot : Run show commands on remote EOS devices with json output] ****************************************************************************
2024-02-03 22:06:38,885 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine1] => (item=show lldp neighbors) 
2024-02-03 22:06:38,885 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine1] => (item=show ip interface brief) 
2024-02-03 22:06:38,887 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine1] => (item=show interfaces description) 
2024-02-03 22:06:38,887 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine1] => (item=show version) 
2024-02-03 22:06:38,890 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine1] => (item=show running-config) 
2024-02-03 22:06:38,894 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine2] => (item=show lldp neighbors) 
2024-02-03 22:06:38,894 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine1]
2024-02-03 22:06:38,895 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine2] => (item=show ip interface brief) 
2024-02-03 22:06:38,895 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine2] => (item=show interfaces description) 
2024-02-03 22:06:38,896 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine2] => (item=show version) 
2024-02-03 22:06:38,897 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine2] => (item=show running-config) 
2024-02-03 22:06:38,906 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine2]
2024-02-03 22:06:38,906 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine3] => (item=show lldp neighbors) 
2024-02-03 22:06:38,906 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine3] => (item=show ip interface brief) 
2024-02-03 22:06:38,907 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine3] => (item=show interfaces description) 
2024-02-03 22:06:38,907 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine3] => (item=show version) 
2024-02-03 22:06:38,914 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine3] => (item=show running-config) 
2024-02-03 22:06:38,940 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine4] => (item=show lldp neighbors) 
2024-02-03 22:06:38,944 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine4] => (item=show ip interface brief) 
2024-02-03 22:06:38,945 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine3]
2024-02-03 22:06:38,947 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine4] => (item=show interfaces description) 
2024-02-03 22:06:38,947 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine4] => (item=show version) 
2024-02-03 22:06:38,947 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine4] => (item=show running-config) 
2024-02-03 22:06:38,959 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Spine4]
2024-02-03 22:06:38,962 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1A] => (item=show lldp neighbors) 
2024-02-03 22:06:38,963 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1A] => (item=show ip interface brief) 
2024-02-03 22:06:38,963 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1A] => (item=show interfaces description) 
2024-02-03 22:06:38,963 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1A] => (item=show version) 
2024-02-03 22:06:38,964 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1A] => (item=show running-config) 
2024-02-03 22:06:38,975 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1B] => (item=show lldp neighbors) 
2024-02-03 22:06:38,979 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1A]
2024-02-03 22:06:38,982 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1B] => (item=show ip interface brief) 
2024-02-03 22:06:38,982 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1B] => (item=show interfaces description) 
2024-02-03 22:06:38,983 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1B] => (item=show version) 
2024-02-03 22:06:38,984 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1B] => (item=show running-config) 
2024-02-03 22:06:38,991 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2A] => (item=show lldp neighbors) 
2024-02-03 22:06:38,996 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf1B]
2024-02-03 22:06:38,996 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2A] => (item=show ip interface brief) 
2024-02-03 22:06:38,997 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2A] => (item=show interfaces description) 
2024-02-03 22:06:38,997 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2A] => (item=show version) 
2024-02-03 22:06:38,997 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2A] => (item=show running-config) 
2024-02-03 22:06:39,006 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2B] => (item=show lldp neighbors) 
2024-02-03 22:06:39,007 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2A]
2024-02-03 22:06:39,007 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2B] => (item=show ip interface brief) 
2024-02-03 22:06:39,008 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2B] => (item=show interfaces description) 
2024-02-03 22:06:39,009 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2B] => (item=show version) 
2024-02-03 22:06:39,010 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2B] => (item=show running-config) 
2024-02-03 22:06:39,019 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1A] => (item=show lldp neighbors) 
2024-02-03 22:06:39,020 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-Leaf2B]
2024-02-03 22:06:39,020 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1A] => (item=show ip interface brief) 
2024-02-03 22:06:39,021 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1A] => (item=show interfaces description) 
2024-02-03 22:06:39,022 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1A] => (item=show version) 
2024-02-03 22:06:39,023 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1A] => (item=show running-config) 
2024-02-03 22:06:39,036 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1A]
2024-02-03 22:06:39,039 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1B] => (item=show lldp neighbors) 
2024-02-03 22:06:39,040 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1B] => (item=show ip interface brief) 
2024-02-03 22:06:39,041 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1B] => (item=show interfaces description) 
2024-02-03 22:06:39,043 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1B] => (item=show version) 
2024-02-03 22:06:39,044 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1B] => (item=show running-config) 
2024-02-03 22:06:39,049 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf1B]
2024-02-03 22:06:39,051 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2A] => (item=show lldp neighbors) 
2024-02-03 22:06:39,051 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2A] => (item=show ip interface brief) 
2024-02-03 22:06:39,051 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2A] => (item=show interfaces description) 
2024-02-03 22:06:39,052 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2A] => (item=show version) 
2024-02-03 22:06:39,052 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2A] => (item=show running-config) 
2024-02-03 22:06:39,054 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2A]
2024-02-03 22:06:39,060 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2B] => (item=show lldp neighbors) 
2024-02-03 22:06:39,061 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2B] => (item=show ip interface brief) 
2024-02-03 22:06:39,062 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2B] => (item=show interfaces description) 
2024-02-03 22:06:39,063 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2B] => (item=show version) 
2024-02-03 22:06:39,065 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2B] => (item=show running-config) 
2024-02-03 22:06:39,067 p=94971 u=redmonds n=ansible | skipping: [RE-AVD-L2Leaf2B]
2024-02-03 22:06:39,073 p=94971 u=redmonds n=ansible | TASK [arista.avd.eos_snapshot : Save collected commands in text files] ***********************************************************************************************
2024-02-03 22:06:40,882 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:41,029 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:41,150 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:41,207 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:41,349 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:42,552 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:42,695 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:42,826 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:42,932 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:43,008 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:44,259 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:44,378 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:44,490 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:44,639 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:44,802 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:45,939 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:46,072 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:46,203 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:46,460 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:46,509 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:47,635 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine1 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show running-config', 'ansible_loop_var': 'item'})
2024-02-03 22:06:47,878 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine3 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show running-config', 'ansible_loop_var': 'item'})
2024-02-03 22:06:47,989 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine4 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show running-config', 'ansible_loop_var': 'item'})
2024-02-03 22:06:48,077 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Spine2 -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show running-config', 'ansible_loop_var': 'item'})
2024-02-03 22:06:48,354 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show running-config', 'ansible_loop_var': 'item'})
2024-02-03 22:06:49,384 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:49,439 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:49,661 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:49,703 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:50,327 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show lldp neighbors', 'ansible_loop_var': 'item'})
2024-02-03 22:06:51,215 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:51,406 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:51,700 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:51,826 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:52,465 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show ip interface brief', 'ansible_loop_var': 'item'})
2024-02-03 22:06:53,329 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:53,410 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:53,635 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:53,763 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:54,342 p=94971 u=redmonds n=ansible | ok: [RE-AVD-L2Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show interfaces description', 'ansible_loop_var': 'item'})
2024-02-03 22:06:55,041 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2A -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:55,049 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf1B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
2024-02-03 22:06:55,285 p=94971 u=redmonds n=ansible | ok: [RE-AVD-Leaf2B -> localhost] => (item={'failed': False, 'msg': 'Connection type local is not valid for this module', 'changed': False, 'failed_when_result': False, 'item': 'show version', 'ansible_loop_var': 'item'})
